"rep","setting","mech","n","cens","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
43,"B","C3",1200,0.8,"H-IPCW",0.09,0.925,0,0.025,0.448558635102146,0.395737876956615,-0.945831390260542,0.910191725529768,31.015053172532,49.3102666694275,32.9343836307592,3.68819374405602,NA
43,"B","C3",1200,0.8,"Clip-IPCW",0.08,0.939,0,0.0389999999999999,0.417192998695756,0.368065752535175,-1.01832185789176,0.928355196770938,4.50878515077551,9.92217732764788,78.5254503304562,2.26347996096636,0.103092783505155
43,"B","C3",1200,0.8,"H-AIPCW",0.12,0.8865,0.0135000000000001,0.0135000000000001,0.536485104907556,0.473310421025818,-0.766832000995379,0.87,31.015053172532,49.3102666694275,32.9343836307592,3.68819374405602,NA
43,"B","C3",1200,0.8,"Clip-AIPCW",0.08,0.939,0,0.0389999999999999,0.417192998695756,0.368065752535175,-1.01832185789176,0.928355196770938,4.50878515077551,9.92217732764788,78.5254503304562,2.26347996096636,0.103092783505155
43,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,0.9995,0,0.0995,0.0892157956234972,0,-10.7834955451445,0.998,NA,NA,NA,NA,NA
43,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.922,0,0.022,0.405205852538186,0.367503022875848,-1.02766879749281,0.896,NA,NA,NA,NA,NA
43,"B","C3",1200,0.8,"KM de-censoring",NA,0.9595,0,0.0595,0.384825344019588,0.307030309654844,-1.73717385266981,0.922,NA,NA,NA,NA,NA
43,"B","C3",1200,0.8,"Oracle",NA,0.8935,0.00650000000000006,0.00650000000000006,1.37370960585468,0.564257899646621,-0.450591984352109,0.882,NA,NA,NA,NA,NA
44,"B","C3",1200,0.8,"H-IPCW",0.11,0.923,0,0.023,0.477467757714186,0.378568181958441,-0.956857932346098,0.906,66.0260545693212,93.0578510418271,14.9924412416646,5.57502334752802,NA
44,"B","C3",1200,0.8,"Clip-IPCW",0.1,0.936,0,0.036,0.444817823136737,0.352681143149329,-1.02768975474019,0.915686274509804,4.21340378536312,9.61411037224631,81.118654352702,2.21980260271958,0.102040816326531
44,"B","C3",1200,0.8,"H-AIPCW",0.17,0.8445,0.0555,0.0555,0.664023973803772,0.526482352951232,-0.62703631292462,0.814,66.0260545693212,93.0578510418271,14.9924412416646,5.57502334752802,NA
44,"B","C3",1200,0.8,"Clip-AIPCW",0.1,0.936,0,0.036,0.444817823136737,0.352681143149329,-1.02768975474019,0.915686274509804,4.21340378536312,9.61411037224631,81.118654352702,2.21980260271958,0.102040816326531
44,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0783000587587347,0,-12.7365495118211,1,NA,NA,NA,NA,NA
44,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.927,0,0.027,0.418572463293318,0.368867305050967,-1.03127828578641,0.922,NA,NA,NA,NA,NA
44,"B","C3",1200,0.8,"KM de-censoring",NA,0.969,0,0.069,0.385935544603664,0.267763565449624,-3.0517191575818,0.922,NA,NA,NA,NA,NA
44,"B","C3",1200,0.8,"Oracle",NA,0.902,0,0.002,1.47846194177898,0.581189981490838,-0.461210664682044,0.888,NA,NA,NA,NA,NA
45,"B","C3",1200,0.8,"H-IPCW",0.16,0.837,0.0630000000000001,0.0630000000000001,0.698484419035694,0.54653677919476,-0.604302735666395,0.8,270.914114066106,187.55664975733,5.28479619210487,9.48757694023679,NA
45,"B","C3",1200,0.8,"Clip-IPCW",0.09,0.9405,0,0.0405,0.45919199784824,0.359299804972685,-1.02374718923009,0.914,5.41039906649514,11.1900347962054,77.2510089587827,2.28569360049871,0.105769230769231
45,"B","C3",1200,0.8,"H-AIPCW",0.16,0.837,0.0630000000000001,0.0630000000000001,0.698484419035694,0.54653677919476,-0.604302735666395,0.8,270.914114066106,187.55664975733,5.28479619210487,9.48757694023679,NA
45,"B","C3",1200,0.8,"Clip-AIPCW",0.09,0.9405,0,0.0405,0.45919199784824,0.359299804972685,-1.02374718923009,0.914,5.41039906649514,11.1900347962054,77.2510089587827,2.28569360049871,0.105769230769231
45,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0670600734616093,0,-12.9492802862376,1,NA,NA,NA,NA,NA
45,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.931,0,0.031,0.390805189113806,0.344704503964667,-1.1036450252548,0.884,NA,NA,NA,NA,NA
45,"B","C3",1200,0.8,"KM de-censoring",NA,0.9845,0,0.0845,0.319344833178075,0.172985419863484,-5.82872424919642,0.948,NA,NA,NA,NA,NA
45,"B","C3",1200,0.8,"Oracle",NA,0.8985,0.00150000000000006,0.00150000000000006,1.42653520161603,0.577156347990235,-0.438358416418434,0.882,NA,NA,NA,NA,NA
46,"B","C3",1200,0.8,"H-IPCW",0.14,0.882,0.018,0.018,0.503056795323148,0.46661866408655,-0.772454793760149,0.862,255.002340306842,224.288455659086,4.46393619648656,10.3320286559414,NA
46,"B","C3",1200,0.8,"Clip-IPCW",0.08,0.952,0,0.0519999999999999,0.349914808718047,0.324569277477371,-1.13546814945971,0.926,6.07042985882804,11.4250617455183,75.3672747500737,2.31948708226301,0.104761904761905
46,"B","C3",1200,0.8,"H-AIPCW",0.01,1,0,0.1,0.0957515471549038,0.0888159337733243,-2.431401084447,1,255.002340306842,224.288455659086,4.46393619648656,10.3320286559414,NA
46,"B","C3",1200,0.8,"Clip-AIPCW",0.08,0.952,0,0.0519999999999999,0.349914808718047,0.324569277477371,-1.13546814945971,0.926,6.07042985882804,11.4250617455183,75.3672747500737,2.31948708226301,0.104761904761905
46,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,0.9995,0,0.0995,0.0587052268976604,0,-12.2793178091954,0.998,NA,NA,NA,NA,NA
46,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9475,0,0.0475,0.358668318802277,0.327684213394289,-1.13445288684216,0.93,NA,NA,NA,NA,NA
46,"B","C3",1200,0.8,"KM de-censoring",NA,0.975,0,0.075,0.342151949280181,0.291421866038403,-1.54140349733153,0.958,NA,NA,NA,NA,NA
46,"B","C3",1200,0.8,"Oracle",NA,0.907,0,0.00700000000000001,1.40886994433101,0.5654877177902,-0.458053169695378,0.894,NA,NA,NA,NA,NA
47,"B","C3",1200,0.8,"H-IPCW",0.1,0.9435,0,0.0435,0.42596002628636,0.357389167122275,-1.01528535716314,0.933004926108374,29.3411876095623,55.1342342164,35.9456088377448,3.5184227853586,NA
47,"B","C3",1200,0.8,"Clip-IPCW",0.09,0.9515,0,0.0515,0.395433499251429,0.331776787089189,-1.08964823443682,0.942,4.66771135345877,10.9448365988973,70.8368050959391,2.40586724753184,0.102272727272727
47,"B","C3",1200,0.8,"H-AIPCW",0.07,0.9725,0,0.0725,0.331659882642341,0.278269419454238,-1.2655208700846,0.96256157635468,29.3411876095623,55.1342342164,35.9456088377448,3.5184227853586,NA
47,"B","C3",1200,0.8,"Clip-AIPCW",0.09,0.9515,0,0.0515,0.395433499251429,0.331776787089189,-1.08964823443682,0.942,4.66771135345877,10.9448365988973,70.8368050959391,2.40586724753184,0.102272727272727
47,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0623297095980625,0,-12.8295595106518,1,NA,NA,NA,NA,NA
47,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.929,0,0.029,0.405541457564197,0.351104581317581,-1.05690942535407,0.912,NA,NA,NA,NA,NA
47,"B","C3",1200,0.8,"KM de-censoring",NA,0.975,0,0.075,0.363826662081921,0.270218825056629,-2.28025436233849,0.944,NA,NA,NA,NA,NA
47,"B","C3",1200,0.8,"Oracle",NA,0.904,0,0.004,1.33298370857194,0.582684167878267,-0.442887925960777,0.897205588822355,NA,NA,NA,NA,NA
48,"B","C3",1200,0.8,"H-IPCW",0.07,0.9555,0,0.0555,0.379177635732612,0.333922450109141,-1.09768212830029,0.937992125984252,21.085624209333,49.065557319247,43.4585344034847,3.1726931798966,NA
48,"B","C3",1200,0.8,"Clip-IPCW",0.07,0.9555,0,0.0555,0.379177635732612,0.333922450109141,-1.09768212830029,0.937992125984252,3.58106474636526,9.92267687763957,76.6814007151035,2.29578898789867,0.1
48,"B","C3",1200,0.8,"H-AIPCW",0.11,0.908,0,0.00800000000000001,0.50359261951421,0.443488395722918,-0.813919272833055,0.887795275590551,21.085624209333,49.065557319247,43.4585344034847,3.1726931798966,NA
48,"B","C3",1200,0.8,"Clip-AIPCW",0.07,0.9555,0,0.0555,0.379177635732612,0.333922450109141,-1.09768212830029,0.937992125984252,3.58106474636526,9.92267687763957,76.6814007151035,2.29578898789867,0.1
48,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0751511297893364,0,-11.5554220826643,1,NA,NA,NA,NA,NA
48,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9415,0,0.0415,0.371211967910996,0.342896538706588,-1.09961216901461,0.916,NA,NA,NA,NA,NA
48,"B","C3",1200,0.8,"KM de-censoring",NA,0.9655,0,0.0655,0.376780789860847,0.312113692365078,-1.44614099739258,0.932,NA,NA,NA,NA,NA
48,"B","C3",1200,0.8,"Oracle",NA,0.89,0.01,0.01,1.37410125376371,0.612781287626191,-0.429280193128278,0.88,NA,NA,NA,NA,NA
49,"B","C3",1200,0.8,"H-IPCW",0.06,0.9645,0,0.0645,0.354879350443562,0.317146513402098,-1.14429773364303,0.944,12.5112374868536,25.97355103869,52.5373675285278,2.85540546240687,NA
49,"B","C3",1200,0.8,"Clip-IPCW",0.05,0.9755,0,0.0755,0.318012805344014,0.284199833847797,-1.25398395710137,0.958,5.16895358910903,12.2315547041056,69.8905378876423,2.42489850238711,0.10752688172043
49,"B","C3",1200,0.8,"H-AIPCW",0.09,0.9235,0,0.0235,0.45407096642072,0.405791499723663,-0.897822107920541,0.892,12.5112374868536,25.97355103869,52.5373675285278,2.85540546240687,NA
49,"B","C3",1200,0.8,"Clip-AIPCW",0.06,0.9645,0,0.0645,0.354879350443562,0.317146513402098,-1.14429773364303,0.944,5.16895358910903,12.2315547041056,69.8905378876423,2.42489850238711,0.10752688172043
49,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,0.9995,0,0.0995,0.08651637218207,0,-10.6543432963667,0.998,NA,NA,NA,NA,NA
49,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9365,0,0.0365,0.394998478810708,0.360969830564849,-1.03182436572033,0.904,NA,NA,NA,NA,NA
49,"B","C3",1200,0.8,"KM de-censoring",NA,0.962,0,0.0619999999999999,0.417165234821127,0.34907827226519,-1.16926511356118,0.952,NA,NA,NA,NA,NA
49,"B","C3",1200,0.8,"Oracle",NA,0.897,0.003,0.003,1.17726180436907,0.604967031264298,-0.44557398721883,0.883233532934132,NA,NA,NA,NA,NA
50,"B","C3",1200,0.8,"H-IPCW",0.06,0.962,0,0.0619999999999999,0.356847745723705,0.313816387880436,-1.16279118684064,0.944,36.767722238917,66.5237580503975,29.8723798293354,3.88584776032302,NA
50,"B","C3",1200,0.8,"Clip-IPCW",0.06,0.962,0,0.0619999999999999,0.356847745723705,0.313816387880436,-1.16279118684064,0.944,4.78814238670652,11.2356463933212,71.6851527882978,2.38910831837114,0.108695652173913
50,"B","C3",1200,0.8,"H-AIPCW",0.08,0.9405,0,0.0405,0.427090811151469,0.375589021532597,-0.983103731981156,0.928,36.767722238917,66.5237580503975,29.8723798293354,3.88584776032302,NA
50,"B","C3",1200,0.8,"Clip-AIPCW",0.06,0.962,0,0.0619999999999999,0.356847745723705,0.313816387880436,-1.16279118684064,0.944,4.78814238670652,11.2356463933212,71.6851527882978,2.38910831837114,0.108695652173913
50,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0770475265976914,0,-11.6051757144781,1,NA,NA,NA,NA,NA
50,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.938,0,0.0379999999999999,0.385255280864156,0.352350538007761,-1.06592319369555,0.918,NA,NA,NA,NA,NA
50,"B","C3",1200,0.8,"KM de-censoring",NA,0.9675,0,0.0675,0.38585758827923,0.312383558609973,-1.45930061665576,0.942,NA,NA,NA,NA,NA
50,"B","C3",1200,0.8,"Oracle",NA,0.9115,0,0.0115,1.30360745500796,0.549535641945111,-0.480322667364392,0.902,NA,NA,NA,NA,NA
51,"B","C3",1200,0.8,"H-IPCW",0.1,0.914,0,0.014,0.431186407804896,0.389829015891877,-0.935985606931147,0.884,91.1609474973754,118.179913606809,10.6291517861166,6.65214357210948,NA
51,"B","C3",1200,0.8,"Clip-IPCW",0.08,0.938,0,0.0379999999999999,0.374043710977007,0.338167180391943,-1.0781534393855,0.904,5.77641092337166,14.0887059251213,59.531357268678,2.66039900265762,0.108433734939759
51,"B","C3",1200,0.8,"H-AIPCW",0.21,0.7755,0.1245,0.1245,0.703358968379756,0.635896052146134,-0.446658719169742,0.69,91.1609474973754,118.179913606809,10.6291517861166,6.65214357210948,NA
51,"B","C3",1200,0.8,"Clip-AIPCW",0.08,0.938,0,0.0379999999999999,0.374043710977007,0.338167180391943,-1.0781534393855,0.904,5.77641092337166,14.0887059251213,59.531357268678,2.66039900265762,0.108433734939759
51,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0860712837216669,0,-10.4089168056735,1,NA,NA,NA,NA,NA
51,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.919,0,0.019,0.387558530336944,0.3604529763296,-1.05509698231043,0.872,NA,NA,NA,NA,NA
51,"B","C3",1200,0.8,"KM de-censoring",NA,0.963,0,0.0629999999999999,0.35038913991131,0.291484481908994,-1.50431686374506,0.95351137487636,NA,NA,NA,NA,NA
51,"B","C3",1200,0.8,"Oracle",NA,0.892,0.00800000000000001,0.00800000000000001,5.62152706297125,0.55232442332387,-0.460903356451429,0.88,NA,NA,NA,NA,NA
52,"B","C3",1200,0.8,"H-IPCW",0.46,0.4975,0.4025,0.4025,1.46158790064945,1.21628446022245,0.20170692890076,0.468,47401.163114389,476.409429327496,1.01512726090937,21.7447047651703,NA
52,"B","C3",1200,0.8,"Clip-IPCW",0.09,0.918,0,0.018,0.512817144229123,0.426749238403235,-0.84565246034262,0.91,9.14143162284503,15.8214573209598,53.5780454604422,2.82409438295853,0.108695652173913
52,"B","C3",1200,0.8,"H-AIPCW",0.46,0.4975,0.4025,0.4025,1.46158790064945,1.21628446022245,0.20170692890076,0.468,47401.163114389,476.409429327496,1.01512726090937,21.7447047651703,NA
52,"B","C3",1200,0.8,"Clip-AIPCW",0.07,0.945,0,0.0449999999999999,0.443058653627284,0.368698560746497,-0.991869635728892,0.934,9.14143162284503,15.8214573209598,53.5780454604422,2.82409438295853,0.108695652173913
52,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,0.9995,0,0.0995,0.0831597402323214,0,-11.3818068610466,0.998,NA,NA,NA,NA,NA
52,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.931,0,0.031,0.382738087533944,0.350722876066652,-1.07736483442908,0.902,NA,NA,NA,NA,NA
52,"B","C3",1200,0.8,"KM de-censoring",NA,0.9785,0,0.0785,0.350185030742428,0.254197364653773,-2.80008539357786,0.946,NA,NA,NA,NA,NA
52,"B","C3",1200,0.8,"Oracle",NA,0.899,0.001,0.001,3.46955276908412,0.56595943011087,-0.44550091986245,0.892,NA,NA,NA,NA,NA
53,"B","C3",1200,0.8,"H-IPCW",0.13,0.9155,0,0.0155,0.445566178826929,0.396046523725914,-0.934637033462947,0.89,84.2751495106578,110.887252602915,14.7353163035862,5.62500839280931,NA
53,"B","C3",1200,0.8,"Clip-IPCW",0.09,0.962,0,0.0619999999999999,0.338765635047029,0.301115655751538,-1.20867429264764,0.953061224489796,4.4972746326659,9.57861652168142,80.883975675479,2.22367441619464,0.099009900990099
53,"B","C3",1200,0.8,"H-AIPCW",0.15,0.89,0.01,0.01,0.496671257389917,0.441471849236253,-0.826054465601189,0.858,84.2751495106578,110.887252602915,14.7353163035862,5.62500839280931,NA
53,"B","C3",1200,0.8,"Clip-AIPCW",0.09,0.962,0,0.0619999999999999,0.338765635047029,0.301115655751538,-1.20867429264764,0.953061224489796,4.4972746326659,9.57861652168142,80.883975675479,2.22367441619464,0.099009900990099
53,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0983974687696465,0.0290985034123778,-9.41856321110504,1,NA,NA,NA,NA,NA
53,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9275,0,0.0275,0.416229481191452,0.376139260179085,-1.00202777930673,0.916,NA,NA,NA,NA,NA
53,"B","C3",1200,0.8,"KM de-censoring",NA,0.973,0,0.073,0.380561967300166,0.308331126827224,-1.54287227463991,0.94,NA,NA,NA,NA,NA
53,"B","C3",1200,0.8,"Oracle",NA,0.9035,0,0.00349999999999995,1.39073634489754,0.5824983953286,-0.43725755144595,0.872,NA,NA,NA,NA,NA
54,"B","C3",1200,0.8,"H-IPCW",0.08,0.9405,0,0.0405,0.438912137660197,0.378545693739836,-0.964050827081027,0.918,117.742639266136,172.115970730295,7.2919084940066,8.05988369835789,NA
54,"B","C3",1200,0.8,"Clip-IPCW",0.07,0.9565,0,0.0565,0.403851323311812,0.348307021459444,-1.04730327949717,0.942,5.13809695888914,12.8828562745435,64.2201525415175,2.54711711105279,0.105882352941176
54,"B","C3",1200,0.8,"H-AIPCW",0.1,0.913,0,0.013,0.505001609643958,0.435545450352539,-0.823788461436949,0.888,117.742639266136,172.115970730295,7.2919084940066,8.05988369835789,NA
54,"B","C3",1200,0.8,"Clip-AIPCW",0.07,0.9565,0,0.0565,0.403851323311812,0.348307021459444,-1.04730327949717,0.942,5.13809695888914,12.8828562745435,64.2201525415175,2.54711711105279,0.105882352941176
54,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0632930531309141,0,-12.7586980874731,1,NA,NA,NA,NA,NA
54,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.948,0,0.0479999999999999,0.371676588379829,0.334584327459797,-1.11699008153409,0.924,NA,NA,NA,NA,NA
54,"B","C3",1200,0.8,"KM de-censoring",NA,0.968,0,0.0679999999999999,0.408808380168982,0.318459293300228,-1.49529619986702,0.93,NA,NA,NA,NA,NA
54,"B","C3",1200,0.8,"Oracle",NA,0.8955,0.00450000000000006,0.00450000000000006,1.1923725931828,0.570897689063862,-0.459671703789605,0.884,NA,NA,NA,NA,NA
55,"B","C3",1200,0.8,"H-IPCW",0.09,0.9425,0,0.0425,0.401744671482694,0.355936411613512,-1.02991362240845,0.934,49.7974752766472,101.957141438457,18.4584455873171,5.00565257379766,NA
55,"B","C3",1200,0.8,"Clip-IPCW",0.07,0.962,0,0.0619999999999999,0.343751399764728,0.304555725077364,-1.18581164265631,0.956,3.39748471504398,9.25511611411072,78.8014472615002,2.25873584494833,0.108695652173913
55,"B","C3",1200,0.8,"H-AIPCW",0.49,0.5395,0.3605,0.3605,1.29374671766591,1.14622942607616,0.13956735626899,0.486,49.7974752766472,101.957141438457,18.4584455873171,5.00565257379766,NA
55,"B","C3",1200,0.8,"Clip-AIPCW",0.08,0.954,0,0.0539999999999999,0.373358136935143,0.330786603881878,-1.1031922520384,0.946,3.39748471504398,9.25511611411072,78.8014472615002,2.25873584494833,0.108695652173913
55,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0554112082868029,0,-13.0042705404083,1,NA,NA,NA,NA,NA
55,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9305,0,0.0305,0.403443906262708,0.37005730708088,-1.02358112412449,0.918,NA,NA,NA,NA,NA
55,"B","C3",1200,0.8,"KM de-censoring",NA,0.9785,0,0.0785,0.323050076728747,0.263646002310333,-1.8590109236476,0.958,NA,NA,NA,NA,NA
55,"B","C3",1200,0.8,"Oracle",NA,0.899,0.001,0.001,1.35244218051464,0.570602032659123,-0.452931878620793,0.889570552147239,NA,NA,NA,NA,NA
56,"B","C3",1200,0.8,"H-IPCW",0.13,0.8595,0.0405,0.0405,0.594318131346468,0.518474257749465,-0.662536958497109,0.842,68.5173042274346,68.6434173273232,18.585075711587,4.98788593619965,NA
56,"B","C3",1200,0.8,"Clip-IPCW",0.11,0.8855,0.0145000000000001,0.0145000000000001,0.534021971021292,0.465872788400192,-0.769514726799764,0.86,7.53264841619792,12.6448314200941,65.459586316883,2.51912473387991,0.106796116504854
56,"B","C3",1200,0.8,"H-AIPCW",0.15,0.8285,0.0715,0.0715,0.65206187328335,0.568849035433891,-0.569812254050184,0.806,68.5173042274346,68.6434173273232,18.585075711587,4.98788593619965,NA
56,"B","C3",1200,0.8,"Clip-AIPCW",0.1,0.9,0,0,0.502663037725538,0.438515723544211,-0.830031668653359,0.876,7.53264841619792,12.6448314200941,65.459586316883,2.51912473387991,0.106796116504854
56,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.087265185434012,0,-10.9755647202846,1,NA,NA,NA,NA,NA
56,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.91,0,0.01,0.409939919124036,0.378096991003079,-1.0061977599742,0.872,NA,NA,NA,NA,NA
56,"B","C3",1200,0.8,"KM de-censoring",NA,0.956,0,0.0559999999999999,0.403242302731564,0.326389433274321,-1.42328033679047,0.932,NA,NA,NA,NA,NA
56,"B","C3",1200,0.8,"Oracle",NA,0.8925,0.00750000000000006,0.00750000000000006,1.53678815190688,0.559560044949152,-0.472573151274897,0.879638916750251,NA,NA,NA,NA,NA
57,"B","C3",1200,0.8,"H-IPCW",0.08,0.9455,0,0.0455,0.393570406055254,0.359098782981442,-1.03971049140462,0.932994923857868,32.8029539291805,53.7470339711676,39.3286615248356,3.35085535452688,NA
57,"B","C3",1200,0.8,"Clip-IPCW",0.07,0.9555,0,0.0555,0.365282381539858,0.333288419650919,-1.11429976336272,0.944,3.99742653411393,8.47017760633214,90.0916467013931,2.08253289068171,0.0990990990990991
57,"B","C3",1200,0.8,"H-AIPCW",0.01,0.9995,0,0.0995,0.126316534092552,0.115252856833705,-2.17617953383663,0.998,32.8029539291805,53.7470339711676,39.3286615248356,3.35085535452688,NA
57,"B","C3",1200,0.8,"Clip-AIPCW",0.08,0.9455,0,0.0455,0.393570406055254,0.359098782981442,-1.03971049140462,0.932994923857868,3.99742653411393,8.47017760633214,90.0916467013931,2.08253289068171,0.0990990990990991
57,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.117129538886816,0.0657467778219114,-8.05304592471672,1,NA,NA,NA,NA,NA
57,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9435,0,0.0435,0.389028007211212,0.365546803341233,-1.04942007659253,0.914,NA,NA,NA,NA,NA
57,"B","C3",1200,0.8,"KM de-censoring",NA,0.9715,0,0.0715,0.367252534049786,0.311251890078659,-1.46377312114742,0.956,NA,NA,NA,NA,NA
57,"B","C3",1200,0.8,"Oracle",NA,0.8925,0.00750000000000006,0.00750000000000006,1.29327033301928,0.563269228004273,-0.461609845589859,0.882,NA,NA,NA,NA,NA
58,"B","C3",1200,0.8,"H-IPCW",0.25,0.7625,0.1375,0.1375,0.719806080002852,0.65924655256435,-0.418481600107208,0.732,392.157964749116,208.13570108561,3.83817252047461,11.1498212314468,NA
58,"B","C3",1200,0.8,"Clip-IPCW",0.1,0.936,0,0.036,0.375598559855587,0.343998283165307,-1.06894252943475,0.922,8.07934883326547,15.8850540569823,56.1876466182139,2.74928173325377,0.108695652173913
58,"B","C3",1200,0.8,"H-AIPCW",0.32,0.6895,0.2105,0.2105,0.870256675659475,0.797039271010809,-0.228675244881566,0.652,392.157964749116,208.13570108561,3.83817252047461,11.1498212314468,NA
58,"B","C3",1200,0.8,"Clip-AIPCW",0.1,0.936,0,0.036,0.375598559855587,0.343998283165307,-1.06894252943475,0.922,8.07934883326547,15.8850540569823,56.1876466182139,2.74928173325377,0.108695652173913
58,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0853863664044023,0.0186878124794272,-9.61137609710805,1,NA,NA,NA,NA,NA
58,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9275,0,0.0275,0.393394405296272,0.362370180807428,-1.02604143254343,0.918,NA,NA,NA,NA,NA
58,"B","C3",1200,0.8,"KM de-censoring",NA,0.9595,0,0.0595,0.35793426730147,0.312776772332893,-1.19494591548125,0.953694581280788,NA,NA,NA,NA,NA
58,"B","C3",1200,0.8,"Oracle",NA,0.908,0,0.00800000000000001,1.55924558466187,0.565016846993623,-0.462563395762692,0.898,NA,NA,NA,NA,NA
59,"B","C3",1200,0.8,"H-IPCW",0.09,0.938,0,0.0379999999999999,0.378160422372875,0.344065580103938,-1.06736503881067,0.908,46.9080551661508,70.0582192628933,28.0930659172074,4.0149283146274,NA
59,"B","C3",1200,0.8,"Clip-IPCW",0.07,0.9595,0,0.0595,0.322107422899271,0.293066304031005,-1.22779844081393,0.932,5.20171609426579,10.4239207834767,74.5801129359705,2.33396246718537,0.108695652173913
59,"B","C3",1200,0.8,"H-AIPCW",0.1,0.9225,0,0.0225,0.40470294463891,0.36821503568044,-0.999530214252401,0.892,46.9080551661508,70.0582192628933,28.0930659172074,4.0149283146274,NA
59,"B","C3",1200,0.8,"Clip-AIPCW",0.09,0.938,0,0.0379999999999999,0.378160422372875,0.344065580103938,-1.06736503881067,0.908,5.20171609426579,10.4239207834767,74.5801129359705,2.33396246718537,0.108695652173913
59,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,0.9995,0,0.0995,0.0887172006058606,0.00476646199663075,-10.1674391386429,0.998,NA,NA,NA,NA,NA
59,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.9295,0,0.0295,0.364535176678371,0.3400186696672,-1.11501996180394,0.9,NA,NA,NA,NA,NA
59,"B","C3",1200,0.8,"KM de-censoring",NA,0.9635,0,0.0635,0.375901000461884,0.317806605536925,-1.26332689977022,0.942327497425335,NA,NA,NA,NA,NA
59,"B","C3",1200,0.8,"Oracle",NA,0.8855,0.0145000000000001,0.0145000000000001,1.58737818762072,0.567905925286585,-0.475587215071104,0.873326467559217,NA,NA,NA,NA,NA
60,"B","C3",1200,0.8,"H-IPCW",0.12,0.9045,0,0.00449999999999995,0.4944609603855,0.428281206181821,-0.83890578256107,0.888125613346418,231.727281687102,224.478478564005,4.17760386185364,10.6834537403138,NA
60,"B","C3",1200,0.8,"Clip-IPCW",0.06,0.9715,0,0.0715,0.322216621929823,0.279090432911724,-1.26714992458461,0.964671246319922,3.65759550225167,9.38444930607828,83.3426374291103,2.18387110420377,0.1
60,"B","C3",1200,0.8,"H-AIPCW",0.14,0.882,0.018,0.018,0.545156472771554,0.472191518485904,-0.741301123395069,0.865554465161923,231.727281687102,224.478478564005,4.17760386185364,10.6834537403138,NA
60,"B","C3",1200,0.8,"Clip-AIPCW",0.07,0.9635,0,0.0635,0.354009193560617,0.306627816075489,-1.17305109954736,0.950932286555446,3.65759550225167,9.38444930607828,83.3426374291103,2.18387110420377,0.1
60,"B","C3",1200,0.8,"DR-COSARC (fixed)",NA,1,0,0.1,0.0790985370198465,0,-10.9724916106803,1,NA,NA,NA,NA,NA
60,"B","C3",1200,0.8,"DR-COSARC (adaptive)",NA,0.944,0,0.0439999999999999,0.376538076508563,0.340028055570177,-1.09446593809267,0.922,NA,NA,NA,NA,NA
60,"B","C3",1200,0.8,"KM de-censoring",NA,0.983,0,0.083,0.346135396196169,0.279630692163739,-1.71608175806904,0.964,NA,NA,NA,NA,NA
60,"B","C3",1200,0.8,"Oracle",NA,0.9095,0,0.00949999999999995,3.87057947289274,0.582024043371332,-0.443507201264579,0.888125613346418,NA,NA,NA,NA,NA
