"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
15,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.14,0.8875,0.0125000000000001,0.0125000000000001,0.516578061166048,0.487474238503387,-0.712853720411909,0.786,7.25929792560186,7.67167793742307,57.4620101784251,1.78604704775907,0.10752688172043
15,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.01,0.999,0,0.099,0.120735644573192,0.113933441667423,-2.16647673248988,0.998,4399.7329642493,206.572457567267,1.3383605029846,13.3817041644928,NA
15,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.1,0.9315,0,0.0315,0.42611367610401,0.402106584444964,-0.905373976445829,0.872,7.25929792560186,7.67167793742307,57.4620101784251,1.78604704775907,0.10752688172043
16,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.12,0.9155,0,0.0155,0.486311861067532,0.426298824014137,-0.842466065773502,0.892,12.7340086853674,15.3500685507318,50.667222758275,1.93711776145656,NA
16,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.09,0.9435,0,0.0435,0.409820409615657,0.359246756376945,-1.01359713490916,0.928,3.255727297127,4.6938576346324,77.241585974911,1.45463088318628,0.103448275862069
16,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.12,0.9155,0,0.0155,0.486311861067532,0.426298824014137,-0.842466065773502,0.892,12.7340086853674,15.3500685507318,50.667222758275,1.93711776145656,NA
16,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.11,0.9255,0,0.0255,0.461635594677577,0.404667718163654,-0.894540349577897,0.908,3.255727297127,4.6938576346324,77.241585974911,1.45463088318628,0.103448275862069
17,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.04,0.9925,0,0.0925,0.233885841734954,0.214233808943708,-1.54195197192292,0.988,23.0455625878117,24.1700577424643,36.3994972023762,2.37000030087202,NA
17,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.08,0.966,0,0.0659999999999999,0.355871853178979,0.325970063159213,-1.12221440933731,0.953422053231939,3.73311955757144,4.89937330414171,79.5595327267232,1.42304134287125,0.104166666666667
17,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.07,0.9735,0,0.0735,0.327982133755321,0.300423750572782,-1.2038259757643,0.963878326996198,23.0455625878117,24.1700577424643,36.3994972023762,2.37000030087202,NA
17,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.09,0.958,0,0.0579999999999999,0.382586759904768,0.35044027555423,-1.0498296615802,0.942965779467681,3.73311955757144,4.89937330414171,79.5595327267232,1.42304134287125,0.104166666666667
18,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.09,0.929,0,0.029,0.442444979967313,0.40192595033922,-0.897875996956117,0.878,125.544642584855,82.5533381068826,7.66058551587076,5.51870440906553,NA
18,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.08,0.9415,0,0.0415,0.414017782450711,0.376102110325972,-0.964283188934073,0.898,3.9346845477174,4.95618650422695,80.3257176237198,1.41285258247816,0.102040816326531
18,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.01,0.9995,0,0.0995,0.132307832048589,0.120191105202232,-2.10506084608984,0.998,125.544642584855,82.5533381068826,7.66058551587076,5.51870440906553,NA
18,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.06,0.9625,0,0.0625,0.352507961377194,0.320225347316942,-1.12511890715195,0.934,3.9346845477174,4.95618650422695,80.3257176237198,1.41285258247816,0.102040816326531
19,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,8.72762523644895,10.9456406177119,63.2102460081181,1.67587443449836,NA
19,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,3.49802294259514,4.93597339634717,80.3316155988437,1.41277462253028,0.106382978723404
19,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.1,0.9295,0,0.0295,0.428433104822578,0.385657976315776,-0.961631248486323,0.902,8.72762523644895,10.9456406177119,63.2102460081181,1.67587443449836,NA
19,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.09,0.943,0,0.0429999999999999,0.402410863944831,0.362233818277686,-1.02429224327461,0.918,3.49802294259514,4.93597339634717,80.3316155988437,1.41277462253028,0.106382978723404
20,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.14,0.888,0.012,0.012,0.574244448015881,0.512970351716391,-0.686232265167044,0.844,139.183598194751,100.346159490739,5.54101635921257,6.51846582892338,NA
20,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.1,0.9285,0,0.0285,0.471027805772455,0.420767323097591,-0.884370310570026,0.886,3.71898086560257,5.04112784399764,78.8993132136976,1.43191999948421,0.106382978723404
20,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.18,0.834,0.0660000000000001,0.0660000000000001,0.668234875336239,0.596931638111213,-0.534647716933017,0.79,139.183598194751,100.346159490739,5.54101635921257,6.51846582892338,NA
20,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.12,0.9095,0,0.00949999999999995,0.524113519527929,0.468188586551423,-0.777579137275826,0.87,3.71898086560257,5.04112784399764,78.8993132136976,1.43191999948421,0.106382978723404
21,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.13,0.8965,0.00350000000000006,0.00350000000000006,0.508128427063433,0.454254153287735,-0.773762156445051,0.82,13.7340138205958,16.1774373832207,59.1161442862679,1.75288539927845,NA
