"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
11,300,"A","C1",0.4,"weibull_cox","H-AIPCW",0.13,0.8775,0.0225000000000001,0.0225000000000001,0.510267837184571,0.349432777876392,-1.05413028898348,0.874,10.8823114126025,10.5907881068696,41.6787338602266,1.3765745418672,NA,NA,NA,NA
11,300,"A","C1",0.4,"weibull_cox","Clip-AIPCW",0.12,0.888,0.012,0.012,0.486509047431032,0.333162695191253,-1.10181054936432,0.876,2.18908710153299,2.607791377043,72.8778549220051,0.807480192255601,0.0769230769230769,2.18908710153299,0.839441038422028,NA
12,300,"A","C1",0.4,"weibull_cox","H-IPCW",0.1,0.8705,0.0295,0.0295,0.554897145380121,0.314574833801775,-1.17053157922008,0.802,13.0228093389301,11.171354412899,40.6102355898811,1.40404699528936,NA,NA,NA,NA
12,300,"A","C1",0.4,"weibull_cox","Stab-IPCW",0.1,0.8705,0.0295,0.0295,0.554897145380121,0.314574833801775,-1.17053157922008,0.802,4.19326664436315,5.76453174687676,66.6191636728718,0.898897641632047,NA,NA,NA,NA
12,300,"A","C1",0.4,"weibull_cox","Clip-IPCW",0.1,0.8705,0.0295,0.0295,0.554897145380121,0.314574833801775,-1.17053157922008,0.802,1.83866740573574,2.08560237170196,76.9858199255861,0.75061561889232,0.160493827160494,1.83866740573574,0.881600170139473,NA
12,300,"A","C1",0.4,"weibull_cox","H-AIPCW",0.1,0.8705,0.0295,0.0295,0.554897145380121,0.314574833801775,-1.17053157922008,0.802,13.0228093389301,11.171354412899,40.6102355898811,1.40404699528936,NA,NA,NA,NA
12,300,"A","C1",0.4,"weibull_cox","Clip-AIPCW",0.06,0.9155,0,0.0155,0.40669316762879,0.23055702607283,-1.48125533891628,0.872,1.83866740573574,2.08560237170196,76.9858199255861,0.75061561889232,0.160493827160494,1.83866740573574,0.881600170139473,NA
13,300,"A","C1",0.4,"weibull_cox","H-IPCW",0.17,0.8285,0.0715,0.0715,0.603910327683115,0.370679842350354,-0.963270923285682,0.794,8.72824570273787,8.55716403096546,40.722984388076,1.40110599007948,NA,NA,NA,NA
13,300,"A","C1",0.4,"weibull_cox","Stab-IPCW",0.11,0.8885,0.0115000000000001,0.0115000000000001,0.44853888856643,0.275312934520719,-1.26070126029449,0.852,2.90287707385833,5.10125865877745,58.622612731949,1.02751638450671,NA,NA,NA,NA
13,300,"A","C1",0.4,"weibull_cox","Clip-IPCW",0.13,0.87,0.03,0.03,0.502155709936927,0.308222911353192,-1.14778639534446,0.832,2.74004432358807,3.1521090218615,59.4004572838726,1.01427780393993,0.104477611940299,2.74004432358807,0.869273335593553,NA
13,300,"A","C1",0.4,"weibull_cox","H-AIPCW",0.01,0.9935,0,0.0935,0.0949168197803742,0.0582598941925162,-2.81369571930166,0.988,8.72824570273787,8.55716403096546,40.722984388076,1.40110599007948,NA,NA,NA,NA
13,300,"A","C1",0.4,"weibull_cox","Clip-AIPCW",0.13,0.87,0.03,0.03,0.502155709936927,0.308222911353192,-1.14778639534446,0.832,2.74004432358807,3.1521090218615,59.4004572838726,1.01427780393993,0.104477611940299,2.74004432358807,0.869273335593553,NA
