"rep","setting","mech","n","cens","q","method","cclip","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac","clip_level","nu_hat_c","runtime"
10,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.33255075830978,0.07,0.891,0.00900000000000001,0.00900000000000001,0.421968081937556,0.296606720101207,-1.21929545803208,0.874139626352016,1.33255075830978,1.40195070299149,199.68840693855,0.450241191285808,0.178217821782178,1.33255075830978,0.950497585590114,NA
10,"A","C1",600,0.2,0.8,"Clip-IPCW",1.27590620044223,0.07,0.891,0.00900000000000001,0.00900000000000001,0.421968081937556,0.296606720101207,-1.21929545803208,0.874139626352016,1.27590620044223,1.35546227843239,200.264484947246,0.446369101951341,0.202970297029703,1.27590620044223,0.941307051287207,NA
10,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.27590620044223,0.07,0.891,0.00900000000000001,0.00900000000000001,0.421968081937556,0.296606720101207,-1.21929545803208,0.874139626352016,1.27590620044223,1.35546227843239,200.264484947246,0.446369101951341,0.202970297029703,1.27590620044223,0.941307051287207,NA
11,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.09,0.901,0,0.001,0.361150394783226,0.261955209385718,-1.33575937323729,0.876,4.46297404410716,4.83057030890028,156.455545435173,0.732267912241364,0,Inf,0.923902098243797,NA
11,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.1,0.893,0.00700000000000001,0.00700000000000001,0.385800331919316,0.279834684355433,-1.26973389005006,0.864,4.46297404410716,4.83057030890028,156.455545435173,0.732267912241364,0,Inf,0.923902098243797,NA
11,"A","C1",600,0.2,0.95,"Clip-IPCW",2.09699717367074,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,2.09699717367074,2.35364379699747,171.14329901944,0.635623325739158,0.0388888888888889,2.09699717367074,0.890957746599493,NA
11,"A","C1",600,0.2,0.95,"Clip-AIPCW",2.09699717367074,0.09,0.901,0,0.001,0.361150394783226,0.261955209385718,-1.33575937323729,0.876,2.09699717367074,2.35364379699747,171.14329901944,0.635623325739158,0.0388888888888889,2.09699717367074,0.890957746599493,NA
11,"A","C1",600,0.2,0.9,"Clip-IPCW",1.63461715975961,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.63461715975961,1.87938620812195,175.355888779052,0.608430500946088,0.0888888888888889,1.63461715975961,0.869761176651958,NA
11,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.63461715975961,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.63461715975961,1.87938620812195,175.355888779052,0.608430500946088,0.0888888888888889,1.63461715975961,0.869761176651958,NA
11,"A","C1",600,0.2,0.85,"Clip-IPCW",1.40093926337074,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.40093926337074,1.64454551297037,177.484997598835,0.594727433410043,0.127777777777778,1.40093926337074,0.851870168579508,NA
11,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.40093926337074,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.40093926337074,1.64454551297037,177.484997598835,0.594727433410043,0.127777777777778,1.40093926337074,0.851870168579508,NA
11,"A","C1",600,0.2,0.8,"Clip-IPCW",1.26147062006567,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.26147062006567,1.5104019763427,178.654328012978,0.587207864655574,0.205555555555556,1.26147062006567,0.835188671508627,NA
11,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.26147062006567,0.08,0.912,0,0.012,0.335591763560097,0.243416626317892,-1.40915841900098,0.89,1.26147062006567,1.5104019763427,178.654328012978,0.587207864655574,0.205555555555556,1.26147062006567,0.835188671508627,NA
12,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.15,0.8475,0.0525,0.0525,0.53531259762817,0.361855460314007,-1.03138093309033,0.834,8.71798080335893,8.30931657896298,154.829536652218,0.743231774553501,0,Inf,1.04918144837935,NA
12,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.14,0.858,0.042,0.042,0.511356669170586,0.345661962238907,-1.07716447453643,0.844,8.71798080335893,8.30931657896298,154.829536652218,0.743231774553501,0,Inf,1.04918144837935,NA
12,"A","C1",600,0.2,0.95,"Clip-IPCW",2.01760438845785,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,2.01760438845785,2.02987037824581,191.131027246216,0.506707903598637,0.05,2.01760438845785,0.993957254650634,NA
12,"A","C1",600,0.2,0.95,"Clip-AIPCW",2.01760438845785,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,2.01760438845785,2.02987037824581,191.131027246216,0.506707903598637,0.05,2.01760438845785,0.993957254650634,NA
12,"A","C1",600,0.2,0.9,"Clip-IPCW",1.61438615903804,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.61438615903804,1.66112584511867,195.185188670277,0.480168899229672,0.095,1.61438615903804,0.971862645916938,NA
12,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.61438615903804,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.61438615903804,1.66112584511867,195.185188670277,0.480168899229672,0.095,1.61438615903804,0.971862645916938,NA
12,"A","C1",600,0.2,0.85,"Clip-IPCW",1.40808233420829,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.40808233420829,1.47636698884293,197.247507198801,0.466532206347639,0.13,1.40808233420829,0.953748183784469,NA
12,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.40808233420829,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.40808233420829,1.47636698884293,197.247507198801,0.466532206347639,0.13,1.40808233420829,0.953748183784469,NA
12,"A","C1",600,0.2,0.8,"Clip-IPCW",1.33742729285916,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.33742729285916,1.41518362645007,197.931957419886,0.461981796127136,0.165,1.33742729285916,0.945055657698673,NA
12,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.33742729285916,0.13,0.8665,0.0335,0.0335,0.486959890008626,0.329170462145419,-1.12605004567267,0.852,1.33742729285916,1.41518362645007,197.931957419886,0.461981796127136,0.165,1.33742729285916,0.945055657698673,NA
13,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.13,0.878,0.022,0.022,0.519472193457992,0.333610071892476,-1.09073745238961,0.858,4.65177515327543,4.59331372633,161.655465959631,0.697615022992968,0,Inf,1.01272750576785,NA
13,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,4.65177515327543,4.59331372633,161.655465959631,0.697615022992968,0,Inf,1.01272750576785,NA
13,"A","C1",600,0.2,0.95,"Clip-IPCW",1.88379450285635,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.88379450285635,1.98361774828359,182.872292073203,0.5600878041974,0.0785340314136126,1.88379450285635,0.949676168448474,NA
13,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.88379450285635,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.88379450285635,1.98361774828359,182.872292073203,0.5600878041974,0.0785340314136126,1.88379450285635,0.949676168448474,NA
13,"A","C1",600,0.2,0.9,"Clip-IPCW",1.57505244475323,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.57505244475323,1.69884004304982,186.523841077555,0.536561611733321,0.104712041884817,1.57505244475323,0.927134047255934,NA
13,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.57505244475323,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.57505244475323,1.69884004304982,186.523841077555,0.536561611733321,0.104712041884817,1.57505244475323,0.927134047255934,NA
13,"A","C1",600,0.2,0.85,"Clip-IPCW",1.40893676234532,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.40893676234532,1.54751585885581,188.323106926679,0.524932017376713,0.141361256544503,1.40893676234532,0.910450613014751,NA
13,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.40893676234532,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.40893676234532,1.54751585885581,188.323106926679,0.524932017376713,0.141361256544503,1.40893676234532,0.910450613014751,NA
13,"A","C1",600,0.2,0.8,"Clip-IPCW",1.29512628325793,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.29512628325793,1.44553739178717,189.388950760977,0.51802655356355,0.183246073298429,1.29512628325793,0.895947964138596,NA
13,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.29512628325793,0.12,0.8885,0.0115000000000001,0.0115000000000001,0.492192752721769,0.316090950946624,-1.14468032231647,0.87,1.29512628325793,1.44553739178717,189.388950760977,0.51802655356355,0.183246073298429,1.29512628325793,0.895947964138596,NA
14,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,6.94401208455716,7.43673373620997,147.066590350799,0.796591364702099,0,Inf,0.933744884632117,NA
14,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,6.94401208455716,7.43673373620997,147.066590350799,0.796591364702099,0,Inf,0.933744884632117,NA
14,"A","C1",600,0.2,0.95,"Clip-IPCW",1.79709970075859,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.79709970075859,2.03554695527985,175.918551970557,0.604807277097556,0.0494505494505494,1.79709970075859,0.882858386586087,NA
14,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.79709970075859,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.79709970075859,2.03554695527985,175.918551970557,0.604807277097556,0.0494505494505494,1.79709970075859,0.882858386586087,NA
14,"A","C1",600,0.2,0.9,"Clip-IPCW",1.4859209888171,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.4859209888171,1.7174679018404,178.594431207868,0.58759297265356,0.104395604395604,1.4859209888171,0.865181228263313,NA
14,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.4859209888171,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.4859209888171,1.7174679018404,178.594431207868,0.58759297265356,0.104395604395604,1.4859209888171,0.865181228263313,NA
14,"A","C1",600,0.2,0.85,"Clip-IPCW",1.35733724918368,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.35733724918368,1.59062249370222,179.733498551367,0.580270038331855,0.153846153846154,1.35733724918368,0.853337139741082,NA
14,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.35733724918368,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.35733724918368,1.59062249370222,179.733498551367,0.580270038331855,0.153846153846154,1.35733724918368,0.853337139741082,NA
14,"A","C1",600,0.2,0.8,"Clip-IPCW",1.22995184027002,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.22995184027002,1.47240771449629,180.872599035826,0.572947297742164,0.21978021978022,1.22995184027002,0.835333738176444,NA
14,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.22995184027002,0.09,0.9215,0,0.0215,0.397172717899519,0.264902465912876,-1.319473209789,0.902,1.22995184027002,1.47240771449629,180.872599035826,0.572947297742164,0.21978021978022,1.22995184027002,0.835333738176444,NA
15,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.13,0.8755,0.0245000000000001,0.0245000000000001,0.476375606880469,0.314136872913406,-1.14348653888827,0.862,5.20448068146501,5.13045408288555,178.307812022222,0.589435884008887,0,Inf,1.01442885900225,NA
15,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.12,0.8835,0.0165000000000001,0.0165000000000001,0.452025318228157,0.298079536178917,-1.19595497999418,0.87,5.20448068146501,5.13045408288555,178.307812022222,0.589435884008887,0,Inf,1.01442885900225,NA
15,"A","C1",600,0.2,0.95,"Clip-IPCW",1.71775992227482,0.12,0.8835,0.0165000000000001,0.0165000000000001,0.452025318228157,0.298079536178917,-1.19595497999418,0.87,1.71775992227482,1.77071249424371,195.619121385999,0.477308277828658,0.0742574257425743,1.71775992227482,0.970095330472319,NA
15,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.71775992227482,0.12,0.8835,0.0165000000000001,0.0165000000000001,0.452025318228157,0.298079536178917,-1.19595497999418,0.87,1.71775992227482,1.77071249424371,195.619121385999,0.477308277828658,0.0742574257425743,1.71775992227482,0.970095330472319,NA
15,"A","C1",600,0.2,0.9,"Clip-IPCW",1.40798933677527,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.40798933677527,1.48986442339467,198.997446988144,0.454871123440033,0.128712871287129,1.40798933677527,0.945045277050881,NA
15,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.40798933677527,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.40798933677527,1.48986442339467,198.997446988144,0.454871123440033,0.128712871287129,1.40798933677527,0.945045277050881,NA
15,"A","C1",600,0.2,0.85,"Clip-IPCW",1.31207439626425,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.31207439626425,1.40542304747257,199.983234360787,0.448260909830715,0.158415841584158,1.31207439626425,0.933579678107462,NA
15,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.31207439626425,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.31207439626425,1.40542304747257,199.983234360787,0.448260909830715,0.158415841584158,1.31207439626425,0.933579678107462,NA
15,"A","C1",600,0.2,0.8,"Clip-IPCW",1.22028099706456,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.22028099706456,1.32755772311931,200.848687942263,0.442430777994212,0.217821782178218,1.22028099706456,0.919192420648429,NA
15,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.22028099706456,0.11,0.8955,0.00450000000000006,0.00450000000000006,0.427105876105782,0.281646881966558,-1.25266123613422,0.884,1.22028099706456,1.32755772311931,200.848687942263,0.442430777994212,0.217821782178218,1.22028099706456,0.919192420648429,NA
16,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,3.67829583490796,4.00910500204411,174.009491406626,0.61710766294037,0,Inf,0.917485531816334,NA
16,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,3.67829583490796,4.00910500204411,174.009491406626,0.61710766294037,0,Inf,0.917485531816334,NA
16,"A","C1",600,0.2,0.95,"Clip-IPCW",1.93218673792209,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.93218673792209,2.14613728778946,180.909754512423,0.572708429438782,0.0372340425531915,1.93218673792209,0.90030901047913,NA
16,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.93218673792209,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.93218673792209,2.14613728778946,180.909754512423,0.572708429438782,0.0372340425531915,1.93218673792209,0.90030901047913,NA
16,"A","C1",600,0.2,0.9,"Clip-IPCW",1.51570346599294,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.51570346599294,1.72088490264645,184.480214289996,0.549737880591542,0.0904255319148936,1.51570346599294,0.880769808406144,NA
16,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.51570346599294,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.51570346599294,1.72088490264645,184.480214289996,0.549737880591542,0.0904255319148936,1.51570346599294,0.880769808406144,NA
16,"A","C1",600,0.2,0.85,"Clip-IPCW",1.3141370083626,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.3141370083626,1.52062059962478,186.217206078225,0.538540596247211,0.132978723404255,1.3141370083626,0.864210973261095,NA
16,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.3141370083626,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.3141370083626,1.52062059962478,186.217206078225,0.538540596247211,0.132978723404255,1.3141370083626,0.864210973261095,NA
16,"A","C1",600,0.2,0.8,"Clip-IPCW",1.2022636602876,0.09,0.9175,0,0.0175,0.40127106441768,0.290194592348981,-1.25468854629766,0.904,1.2022636602876,1.4146585291084,187.080476123607,0.5329671003441,0.218085106382979,1.2022636602876,0.849861387429895,NA
16,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.2022636602876,0.1,0.9045,0,0.00449999999999995,0.428120433522314,0.309611745523117,-1.18992117362072,0.888,1.2022636602876,1.4146585291084,187.080476123607,0.5329671003441,0.218085106382979,1.2022636602876,0.849861387429895,NA
17,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.13,0.8865,0.0135000000000001,0.0135000000000001,0.431112069213592,0.299321992397079,-1.18835660946215,0.86,4.48874891936571,4.33618868356402,177.620773758622,0.593854132914688,0,Inf,1.0351830252175,NA
17,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.13,0.8865,0.0135000000000001,0.0135000000000001,0.431112069213592,0.299321992397079,-1.18835660946215,0.86,4.48874891936571,4.33618868356402,177.620773758622,0.593854132914688,0,Inf,1.0351830252175,NA
17,"A","C1",600,0.2,0.95,"Clip-IPCW",1.85604138384529,0.12,0.897,0.003,0.003,0.408285270573445,0.28347329936123,-1.24275856447856,0.87,1.85604138384529,1.87618372845439,195.210261812736,0.480003727952427,0.0591133004926108,1.85604138384529,0.989264193957326,NA
17,"A","C1",600,0.2,0.95,"Clip-AIPCW",1.85604138384529,0.12,0.897,0.003,0.003,0.408285270573445,0.28347329936123,-1.24275856447856,0.87,1.85604138384529,1.87618372845439,195.210261812736,0.480003727952427,0.0591133004926108,1.85604138384529,0.989264193957326,NA
17,"A","C1",600,0.2,0.9,"Clip-IPCW",1.44558272714037,0.12,0.897,0.003,0.003,0.408285270573445,0.28347329936123,-1.24275856447856,0.87,1.44558272714037,1.50617943912101,199.672045433523,0.450351003218411,0.113300492610837,1.44558272714037,0.95976793308505,NA
17,"A","C1",600,0.2,0.9,"Clip-AIPCW",1.44558272714037,0.11,0.913,0,0.013,0.384971838531884,0.267286735758353,-1.30155450220143,0.886,1.44558272714037,1.50617943912101,199.672045433523,0.450351003218411,0.113300492610837,1.44558272714037,0.95976793308505,NA
17,"A","C1",600,0.2,0.85,"Clip-IPCW",1.31121392947387,0.11,0.913,0,0.013,0.384971838531884,0.267286735758353,-1.30155450220143,0.886,1.31121392947387,1.38810133478805,200.976425502701,0.441568043033129,0.172413793103448,1.31121392947387,0.944609659693241,NA
17,"A","C1",600,0.2,0.85,"Clip-AIPCW",1.31121392947387,0.11,0.913,0,0.013,0.384971838531884,0.267286735758353,-1.30155450220143,0.886,1.31121392947387,1.38810133478805,200.976425502701,0.441568043033129,0.172413793103448,1.31121392947387,0.944609659693241,NA
17,"A","C1",600,0.2,0.8,"Clip-IPCW",1.235960772401,0.11,0.913,0,0.013,0.384971838531884,0.267286735758353,-1.30155450220143,0.886,1.235960772401,1.3263889803334,201.72972038479,0.43646813689189,0.226600985221675,1.235960772401,0.931823764164814,NA
17,"A","C1",600,0.2,0.8,"Clip-AIPCW",1.235960772401,0.11,0.913,0,0.013,0.384971838531884,0.267286735758353,-1.30155450220143,0.886,1.235960772401,1.3263889803334,201.72972038479,0.43646813689189,0.226600985221675,1.235960772401,0.931823764164814,NA
18,"A","C1",600,0.2,1,"Clip-IPCW",Inf,0.12,0.907,0,0.00700000000000001,0.406640721644017,0.277024077226536,-1.28860295555735,0.894,4.20785150935958,4.210221431385,172.160760360209,0.629042617986609,0,Inf,0.999437102759549,NA
18,"A","C1",600,0.2,1,"Clip-AIPCW",Inf,0.12,0.907,0,0.00700000000000001,0.406640721644017,0.277024077226536,-1.28860295555735,0.894,4.20785150935958,4.210221431385,172.160760360209,0.629042617986609,0,Inf,0.999437102759549,NA
